latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
30.685411,104.11556,502.0,28800,Asia/Shanghai,GMT+8

time,temperature_2m (°C),dew_point_2m (°C),precipitation (mm),rain (mm),snowfall (cm),relative_humidity_2m (%),wind_speed_10m (km/h),wind_direction_10m (°),boundary_layer_height (m),pressure_msl (hPa),wind_gusts_10m (km/h),cloud_cover (%)
2011-01-30T06:00,1.6,-2.5,0.00,0.00,0.00,74,4.7,302,90.00,1033.3,10.1,80
2011-01-30T07:00,1.4,-2.3,0.00,0.00,0.00,76,5.5,302,110.00,1033.8,9.4,75
2011-01-30T08:00,1.5,-2.2,0.00,0.00,0.00,76,5.3,298,95.00,1034.3,9.0,65
2011-01-30T09:00,1.7,-1.6,0.00,0.00,0.00,78,6.2,306,100.00,1035.2,10.1,52
2011-01-30T10:00,2.8,-2.2,0.00,0.00,0.00,70,6.1,332,310.00,1035.7,12.2,68
2011-01-30T11:00,3.2,-1.8,0.00,0.00,0.00,69,6.5,357,460.00,1035.4,13.3,73
2011-01-30T12:00,4.3,-1.1,0.00,0.00,0.00,68,6.5,19,585.00,1034.9,16.9,82
2011-01-30T13:00,4.5,-0.7,0.00,0.00,0.00,69,7.0,35,625.00,1033.6,18.0,79
2011-01-30T14:00,5.0,-0.6,0.00,0.00,0.00,67,7.7,41,705.00,1032.0,19.8,79
2011-01-30T15:00,5.5,-0.9,0.00,0.00,0.00,64,7.0,35,640.00,1031.0,19.1,74
2011-01-30T16:00,6.0,-0.8,0.00,0.00,0.00,62,7.4,29,585.00,1030.4,19.4,68
2011-01-30T17:00,5.8,-0.8,0.00,0.00,0.00,63,7.6,19,500.00,1030.4,18.7,58
2011-01-30T18:00,5.3,-0.8,0.00,0.00,0.00,65,6.5,357,570.00,1030.0,15.8,62
2011-01-30T19:00,4.2,-0.4,0.00,0.00,0.00,72,5.4,356,285.00,1030.8,12.6,79
2011-01-30T20:00,3.8,-0.2,0.00,0.00,0.00,75,4.7,360,260.00,1031.7,7.9,89
2011-01-30T21:00,3.5,-0.1,0.00,0.00,0.00,78,4.7,356,230.00,1032.6,6.8,91
2011-01-30T22:00,3.0,-0.1,0.00,0.00,0.00,80,6.0,343,190.00,1032.5,6.1,93
2011-01-30T23:00,2.8,-0.2,0.00,0.00,0.00,81,6.9,351,195.00,1033.0,5.8,94
2011-01-31T00:00,2.7,-0.2,0.00,0.00,0.00,81,6.2,353,180.00,1032.8,7.2,94
2011-01-31T01:00,2.2,0.7,0.00,0.00,0.00,90,5.1,352,150.00,1032.6,6.1,88
2011-01-31T02:00,2.2,0.7,0.00,0.00,0.00,90,3.3,347,115.00,1032.0,3.6,88
2011-01-31T03:00,2.3,0.4,0.00,0.00,0.00,87,2.6,326,85.00,1031.4,7.6,87
2011-01-31T04:00,2.0,0.3,0.00,0.00,0.00,89,1.8,307,95.00,1030.9,6.1,86
2011-01-31T05:00,1.9,0.1,0.00,0.00,0.00,88,1.8,281,60.00,1030.4,3.6,90
2011-01-31T06:00,1.7,0.2,0.00,0.00,0.00,90,4.9,306,125.00,1030.4,3.6,98
2011-01-31T07:00,1.6,0.1,0.00,0.00,0.00,89,2.8,310,85.00,1030.5,4.3,95
2011-01-31T08:00,1.4,0.2,0.00,0.00,0.00,92,4.0,355,125.00,1030.9,4.3,92
2011-01-31T09:00,1.6,0.4,0.00,0.00,0.00,92,5.6,15,165.00,1031.5,9.4,90
2011-01-31T10:00,2.3,0.6,0.00,0.00,0.00,89,5.4,20,225.00,1031.8,13.7,83
2011-01-31T11:00,3.0,1.0,0.00,0.00,0.00,87,5.4,20,290.00,1031.8,15.5,91
2011-01-31T12:00,3.7,0.8,0.00,0.00,0.00,81,5.8,22,365.00,1031.0,16.6,85
2011-01-31T13:00,4.4,0.7,0.00,0.00,0.00,77,5.8,22,430.00,1029.8,18.7,85
2011-01-31T14:00,5.3,0.6,0.00,0.00,0.00,71,6.4,16,490.00,1028.6,19.8,81
2011-01-31T15:00,5.4,0.5,0.00,0.00,0.00,71,7.1,15,560.00,1027.5,19.1,76
2011-01-31T16:00,5.8,0.2,0.00,0.00,0.00,68,7.6,5,590.00,1026.9,18.7,42
2011-01-31T17:00,5.6,0.3,0.00,0.00,0.00,69,8.3,360,510.00,1027.5,18.4,76
2011-01-31T18:00,5.2,0.4,0.00,0.00,0.00,71,7.6,357,440.00,1028.9,16.9,86
2011-01-31T19:00,4.3,0.9,0.00,0.00,0.00,78,3.6,6,295.00,1029.3,13.7,98
2011-01-31T20:00,3.9,1.2,0.00,0.00,0.00,83,5.2,344,125.00,1030.3,7.2,97
2011-01-31T21:00,3.3,1.5,0.00,0.00,0.00,87,5.4,312,80.00,1030.5,7.9,91
2011-01-31T22:00,2.3,1.1,0.00,0.00,0.00,92,5.2,286,60.00,1031.3,6.5,82
2011-01-31T23:00,1.9,0.9,0.00,0.00,0.00,93,4.3,270,60.00,1031.3,7.6,83
2011-02-01T00:00,1.3,0.4,0.00,0.00,0.00,94,4.8,257,65.00,1031.4,8.3,93
2011-02-01T01:00,1.0,0.2,0.00,0.00,0.00,94,4.5,241,60.00,1031.2,7.9,97
2011-02-01T02:00,0.8,-0.2,0.00,0.00,0.00,94,4.9,234,70.00,1030.9,7.9,100
2011-02-01T03:00,0.6,-0.7,0.00,0.00,0.00,91,4.6,225,70.00,1030.4,9.0,97
2011-02-01T04:00,0.2,-1.1,0.00,0.00,0.00,90,5.4,222,65.00,1029.9,7.6,87
2011-02-01T05:00,0.2,-1.5,0.00,0.00,0.00,89,6.9,223,45.00,1029.4,9.0,71
2011-02-01T06:00,0.2,-1.6,0.00,0.00,0.00,87,5.4,180,30.00,1029.4,7.9,75
2011-02-01T07:00,-0.9,-2.3,0.00,0.00,0.00,91,5.6,165,35.00,1029.4,7.6,82
2011-02-01T08:00,-2.0,-3.0,0.00,0.00,0.00,93,6.5,161,35.00,1030.2,9.0,50
2011-02-01T09:00,-0.2,-1.6,0.00,0.00,0.00,91,6.5,180,80.00,1030.8,13.0,31
2011-02-01T10:00,3.8,-0.6,0.00,0.00,0.00,74,6.5,199,255.00,1031.2,16.6,40
2011-02-01T11:00,5.9,-0.9,0.00,0.00,0.00,61,7.4,203,460.00,1030.7,21.2,13
2011-02-01T12:00,7.6,-1.0,0.00,0.00,0.00,55,7.4,194,670.00,1029.6,22.7,21
2011-02-01T13:00,8.8,-0.8,0.00,0.00,0.00,51,7.6,180,870.00,1027.9,23.0,25
2011-02-01T14:00,9.7,-0.8,0.00,0.00,0.00,48,7.6,175,1045.00,1026.2,22.7,24
2011-02-01T15:00,9.1,-0.7,0.00,0.00,0.00,50,7.6,172,1110.00,1024.9,20.9,30
2011-02-01T16:00,9.1,-0.6,0.00,0.00,0.00,51,7.2,177,1180.00,1024.2,19.4,23
2011-02-01T17:00,9.2,-0.6,0.00,0.00,0.00,51,7.2,174,1160.00,1024.1,18.4,24
2011-02-01T18:00,8.7,-0.4,0.00,0.00,0.00,53,5.4,160,530.00,1024.9,16.2,37
2011-02-01T19:00,7.7,0.1,0.00,0.00,0.00,59,5.1,141,90.00,1025.4,9.4,49
2011-02-01T20:00,6.5,0.4,0.00,0.00,0.00,65,6.3,121,50.00,1025.6,8.6,38
2011-02-01T21:00,5.6,0.6,0.00,0.00,0.00,71,7.1,120,45.00,1026.0,9.4,29
2011-02-01T22:00,4.4,0.6,0.00,0.00,0.00,76,8.0,126,35.00,1026.5,10.4,25
2011-02-01T23:00,3.1,0.6,0.00,0.00,0.00,83,5.9,133,20.00,1026.4,10.8,45
2011-02-02T00:00,2.8,0.5,0.00,0.00,0.00,85,3.6,127,15.00,1026.5,10.1,31
2011-02-02T01:00,3.8,0.3,0.00,0.00,0.00,78,1.9,22,10.00,1026.3,7.9,43
2011-02-02T02:00,3.8,0.2,0.00,0.00,0.00,77,1.8,360,10.00,1026.2,5.4,38
2011-02-02T03:00,0.9,-0.4,0.00,0.00,0.00,91,3.6,6,15.00,1025.5,5.0,31
2011-02-02T04:00,0.4,-0.7,0.00,0.00,0.00,92,4.5,14,15.00,1024.8,6.8,26
2011-02-02T05:00,0.5,-0.5,0.00,0.00,0.00,93,4.8,27,15.00,1024.4,7.2,31
2011-02-02T06:00,0.2,-0.6,0.00,0.00,0.00,94,4.7,360,35.00,1025.4,7.6,49
2011-02-02T07:00,0.2,-0.7,0.00,0.00,0.00,94,4.1,52,40.00,1025.3,7.2,60
2011-02-02T08:00,0.3,-0.6,0.00,0.00,0.00,94,3.3,41,35.00,1026.0,7.2,65
2011-02-02T09:00,1.6,0.2,0.00,0.00,0.00,90,3.1,36,50.00,1026.6,10.8,100
2011-02-02T10:00,4.6,0.9,0.00,0.00,0.00,77,1.8,37,105.00,1027.5,12.6,59
2011-02-02T11:00,5.8,0.6,0.00,0.00,0.00,69,1.1,108,315.00,1027.0,13.0,60
2011-02-02T12:00,7.5,0.5,0.00,0.00,0.00,61,5.2,164,745.00,1026.1,14.8,59
2011-02-02T13:00,8.2,0.6,0.00,0.00,0.00,59,6.6,171,910.00,1024.0,17.6,98
2011-02-02T14:00,8.9,0.9,0.00,0.00,0.00,57,6.9,171,985.00,1022.5,17.6,100
2011-02-02T15:00,7.9,0.6,0.00,0.00,0.00,60,6.2,173,1030.00,1021.4,17.6,93
2011-02-02T16:00,8.1,0.6,0.00,0.00,0.00,59,5.4,176,970.00,1020.8,15.1,81
2011-02-02T17:00,8.0,0.5,0.00,0.00,0.00,59,4.0,170,945.00,1020.6,11.9,72
2011-02-02T18:00,7.6,0.6,0.00,0.00,0.00,62,6.0,335,180.00,1021.5,7.9,67
2011-02-02T19:00,6.6,1.1,0.00,0.00,0.00,68,5.4,8,125.00,1022.3,12.2,64
2011-02-02T20:00,5.5,1.4,0.00,0.00,0.00,75,7.5,17,135.00,1023.0,14.8,61
2011-02-02T21:00,4.7,1.5,0.00,0.00,0.00,80,6.6,13,105.00,1023.2,15.1,58
2011-02-02T22:00,3.8,1.6,0.00,0.00,0.00,86,7.2,18,100.00,1023.9,15.1,62
2011-02-02T23:00,3.1,1.6,0.00,0.00,0.00,90,7.0,21,90.00,1024.3,15.8,48
2011-02-03T00:00,2.5,1.4,0.00,0.00,0.00,93,6.2,21,75.00,1024.4,15.8,40
2011-02-03T01:00,2.0,1.2,0.00,0.00,0.00,94,3.9,22,55.00,1024.4,16.2,29
2011-02-03T02:00,1.6,1.0,0.00,0.00,0.00,95,4.8,13,35.00,1024.1,15.1,39
2011-02-03T03:00,0.9,0.6,0.00,0.00,0.00,98,3.4,32,40.00,1023.7,7.2,93
2011-02-03T04:00,0.5,0.2,0.00,0.00,0.00,98,6.1,40,60.00,1023.8,12.2,92
2011-02-03T05:00,0.6,0.2,0.00,0.00,0.00,98,8.7,42,80.00,1024.1,15.8,29
2011-02-03T06:00,0.4,-0.1,0.00,0.00,0.00,97,8.4,20,100.00,1024.7,16.2,36
2011-02-03T07:00,0.1,-0.4,0.00,0.00,0.00,97,5.2,34,80.00,1025.0,13.3,33
2011-02-03T08:00,-0.2,-0.6,0.00,0.00,0.00,97,3.5,336,30.00,1025.3,8.3,22
2011-02-03T09:00,1.4,0.6,0.00,0.00,0.00,94,3.8,253,55.00,1025.9,12.2,39
2011-02-03T10:00,4.0,1.5,0.00,0.00,0.00,84,6.3,246,145.00,1026.1,16.9,41
2011-02-03T11:00,6.2,1.7,0.00,0.00,0.00,73,9.2,239,310.00,1026.3,22.3,43
2011-02-03T12:00,7.6,2.0,0.00,0.00,0.00,68,10.1,235,455.00,1025.4,24.5,37
2011-02-03T13:00,8.5,2.1,0.00,0.00,0.00,64,8.9,227,580.00,1023.8,24.5,37
2011-02-03T14:00,9.5,2.0,0.00,0.00,0.00,60,7.9,210,770.00,1021.5,23.0,34
2011-02-03T15:00,9.6,1.4,0.00,0.00,0.00,57,7.6,205,800.00,1020.0,20.9,26
2011-02-03T16:00,9.6,1.5,0.00,0.00,0.00,57,6.8,205,795.00,1018.9,19.4,27
2011-02-03T17:00,9.6,1.6,0.00,0.00,0.00,58,6.3,204,760.00,1018.6,17.3,18
2011-02-03T18:00,8.9,1.7,0.00,0.00,0.00,61,3.3,276,240.00,1020.3,14.4,20
2011-02-03T19:00,7.4,1.9,0.00,0.00,0.00,68,2.6,146,20.00,1019.8,6.8,15
2011-02-03T20:00,6.0,2.0,0.00,0.00,0.00,76,1.8,360,15.00,1020.4,7.9,10
2011-02-03T21:00,4.4,2.0,0.00,0.00,0.00,85,4.2,329,25.00,1020.6,9.0,11
2011-02-03T22:00,3.0,1.8,0.00,0.00,0.00,92,3.8,311,20.00,1020.9,9.0,6
2011-02-03T23:00,2.0,1.4,0.00,0.00,0.00,95,3.9,304,20.00,1020.7,8.6,6
2011-02-04T00:00,1.2,0.9,0.00,0.00,0.00,97,3.4,328,15.00,1020.6,8.6,4
2011-02-04T01:00,0.8,0.6,0.00,0.00,0.00,98,3.7,349,15.00,1020.5,8.6,9
2011-02-04T02:00,0.6,0.3,0.00,0.00,0.00,98,5.1,8,25.00,1020.3,8.6,7
2011-02-04T03:00,1.5,0.6,0.00,0.00,0.00,94,5.5,11,25.00,1019.8,11.2,8
2011-02-04T04:00,0.6,0.1,0.00,0.00,0.00,96,4.6,18,35.00,1019.7,10.1,14
2011-02-04T05:00,0.8,0.2,0.00,0.00,0.00,96,5.5,23,40.00,1019.5,11.9,19
2011-02-04T06:00,1.5,0.7,0.00,0.00,0.00,95,9.1,7,85.00,1020.1,14.4,26
2011-02-04T07:00,1.5,0.8,0.00,0.00,0.00,94,7.4,23,80.00,1020.5,14.4,19
2011-02-04T08:00,2.1,1.0,0.00,0.00,0.00,93,7.0,21,80.00,1021.5,15.1,41
2011-02-04T09:00,3.3,1.5,0.00,0.00,0.00,88,7.2,360,85.00,1022.7,16.9,43
2011-02-04T10:00,5.0,2.0,0.00,0.00,0.00,81,7.3,340,155.00,1023.2,18.4,43
2011-02-04T11:00,6.7,2.4,0.00,0.00,0.00,74,6.5,326,245.00,1024.4,18.7,39
2011-02-04T12:00,8.5,2.8,0.00,0.00,0.00,67,4.8,283,540.00,1023.6,19.4,23
2011-02-04T13:00,9.4,3.0,0.00,0.00,0.00,65,5.9,259,760.00,1023.1,20.5,9
2011-02-04T14:00,10.6,3.2,0.00,0.00,0.00,61,6.2,249,775.00,1021.6,23.0,12
2011-02-04T15:00,11.4,2.5,0.00,0.00,0.00,54,6.8,245,775.00,1020.5,20.2,3
2011-02-04T16:00,11.9,2.5,0.00,0.00,0.00,53,8.1,238,765.00,1019.9,20.5,4
2011-02-04T17:00,11.8,2.3,0.00,0.00,0.00,53,8.7,228,595.00,1019.7,20.5,4
2011-02-04T18:00,10.8,2.8,0.00,0.00,0.00,58,7.8,214,285.00,1018.9,19.1,3
2011-02-04T19:00,8.6,2.9,0.00,0.00,0.00,68,8.4,205,90.00,1019.9,14.4,5
2011-02-04T20:00,7.0,3.0,0.00,0.00,0.00,75,7.3,200,60.00,1020.4,14.8,6
2011-02-04T21:00,5.7,2.8,0.00,0.00,0.00,82,7.5,197,55.00,1020.9,13.7,8
2011-02-04T22:00,4.8,2.7,0.00,0.00,0.00,86,8.1,201,60.00,1020.9,13.0,4
2011-02-04T23:00,4.0,2.3,0.00,0.00,0.00,89,9.0,203,75.00,1021.3,13.3,0
2011-02-05T00:00,3.3,2.0,0.00,0.00,0.00,91,9.1,198,85.00,1020.9,13.7,3
2011-02-05T01:00,2.8,1.6,0.00,0.00,0.00,92,9.6,193,90.00,1020.8,13.7,7
2011-02-05T02:00,2.3,1.4,0.00,0.00,0.00,94,8.5,192,90.00,1020.4,13.3,3
2011-02-05T03:00,2.2,1.4,0.00,0.00,0.00,94,7.4,194,85.00,1020.0,14.4,0
2011-02-05T04:00,1.6,0.9,0.00,0.00,0.00,95,6.2,201,75.00,1019.5,12.2,1
2011-02-05T05:00,0.9,0.3,0.00,0.00,0.00,96,8.5,208,55.00,1019.0,9.7,2
2011-02-05T06:00,0.8,0.2,0.00,0.00,0.00,96,5.6,255,40.00,1019.7,9.7,100
2011-02-05T07:00,0.9,0.5,0.00,0.00,0.00,97,6.2,249,25.00,1019.3,8.6,100
2011-02-05T08:00,1.2,0.9,0.00,0.00,0.00,98,1.8,307,10.00,1019.0,6.5,100
2011-02-05T09:00,2.5,1.9,0.00,0.00,0.00,95,3.3,13,35.00,1018.9,8.6,100
2011-02-05T10:00,5.8,3.6,0.00,0.00,0.00,85,4.5,29,95.00,1019.2,14.4,97
2011-02-05T11:00,8.7,3.9,0.00,0.00,0.00,72,6.4,43,230.00,1018.9,18.7,13
2011-02-05T12:00,10.6,3.7,0.00,0.00,0.00,63,7.5,55,605.00,1018.1,20.5,0
2011-02-05T13:00,11.8,3.3,0.00,0.00,0.00,56,9.6,70,920.00,1017.0,23.0,6
2011-02-05T14:00,12.2,3.2,0.00,0.00,0.00,54,10.5,68,1000.00,1015.8,24.1,6
2011-02-05T15:00,11.5,3.0,0.00,0.00,0.00,56,10.9,63,1025.00,1015.6,24.5,10
2011-02-05T16:00,11.4,2.8,0.00,0.00,0.00,56,12.2,56,1000.00,1015.6,25.2,21
2011-02-05T17:00,10.9,2.8,0.00,0.00,0.00,58,11.7,47,945.00,1016.2,25.2,38
2011-02-05T18:00,10.1,3.0,0.00,0.00,0.00,61,9.4,2,410.00,1017.0,23.8,50
2011-02-05T19:00,8.9,3.0,0.00,0.00,0.00,67,9.7,338,180.00,1017.3,18.7,37
2011-02-05T20:00,7.9,3.0,0.00,0.00,0.00,71,8.9,328,110.00,1018.2,17.3,8
2011-02-05T21:00,6.9,3.1,0.00,0.00,0.00,77,8.4,313,90.00,1019.1,17.6,9
2011-02-05T22:00,6.1,3.2,0.00,0.00,0.00,82,6.4,286,65.00,1019.2,16.9,11
2011-02-05T23:00,4.8,3.4,0.00,0.00,0.00,90,5.4,266,45.00,1019.5,15.1,7
2011-02-06T00:00,4.0,3.3,0.00,0.00,0.00,95,5.6,255,35.00,1019.4,11.2,7
2011-02-06T01:00,3.7,3.4,0.00,0.00,0.00,98,4.7,261,20.00,1019.6,7.2,14
2011-02-06T02:00,3.2,2.9,0.00,0.00,0.00,98,1.8,270,10.00,1019.1,4.7,10
2011-02-06T03:00,3.7,2.7,0.00,0.00,0.00,93,1.0,315,10.00,1019.2,2.5,18
2011-02-06T04:00,3.4,2.5,0.00,0.00,0.00,94,0.4,360,10.00,1018.8,2.5,18
2011-02-06T05:00,3.2,2.4,0.00,0.00,0.00,95,0.4,360,10.00,1018.4,2.2,12
2011-02-06T06:00,2.8,2.2,0.00,0.00,0.00,96,4.8,207,15.00,1018.6,2.5,100
2011-02-06T07:00,1.4,1.0,0.00,0.00,0.00,98,5.8,202,20.00,1019.0,5.4,100
2011-02-06T08:00,0.3,0.2,0.00,0.00,0.00,99,4.3,222,15.00,1019.5,7.9,92
2011-02-06T09:00,3.2,2.2,0.00,0.00,0.00,93,3.1,249,15.00,1020.0,11.5,100
2011-02-06T10:00,7.1,3.8,0.00,0.00,0.00,80,1.1,252,30.00,1020.1,12.2,6
2011-02-06T11:00,10.0,4.1,0.00,0.00,0.00,67,1.8,233,280.00,1019.4,15.1,7
2011-02-06T12:00,11.6,4.0,0.00,0.00,0.00,60,3.1,201,570.00,1018.3,17.6,5
2011-02-06T13:00,12.8,4.1,0.00,0.00,0.00,55,3.6,186,805.00,1016.3,17.6,7
2011-02-06T14:00,13.7,4.0,0.00,0.00,0.00,52,4.2,160,1015.00,1014.7,17.3,9
2011-02-06T15:00,13.1,3.8,0.00,0.00,0.00,53,3.8,139,1135.00,1013.3,15.8,10
2011-02-06T16:00,13.2,3.7,0.00,0.00,0.00,52,3.9,112,1135.00,1013.0,14.4,17
2011-02-06T17:00,13.1,3.4,0.00,0.00,0.00,52,4.5,76,1115.00,1012.9,13.3,21
2011-02-06T18:00,12.6,3.8,0.00,0.00,0.00,55,5.1,8,245.00,1012.5,12.6,49
2011-02-06T19:00,11.6,4.2,0.00,0.00,0.00,61,4.8,27,75.00,1012.8,8.6,38
2011-02-06T20:00,10.4,4.6,0.00,0.00,0.00,67,6.3,31,70.00,1013.2,7.9,12
2011-02-06T21:00,9.1,5.1,0.00,0.00,0.00,76,6.3,13,60.00,1013.8,9.4,13
2011-02-06T22:00,8.0,4.6,0.00,0.00,0.00,79,5.9,349,50.00,1014.5,12.2,17
2011-02-06T23:00,7.0,4.1,0.00,0.00,0.00,82,6.5,341,50.00,1014.7,13.3,32
2011-02-07T00:00,5.6,3.8,0.00,0.00,0.00,89,5.9,346,45.00,1014.4,13.3,22
2011-02-07T01:00,4.8,3.5,0.00,0.00,0.00,92,5.2,344,40.00,1013.9,11.9,19
2011-02-07T02:00,4.4,3.3,0.00,0.00,0.00,93,5.4,340,30.00,1013.3,10.8,13
2011-02-07T03:00,4.6,3.2,0.00,0.00,0.00,91,5.4,340,20.00,1012.7,8.3,14
2011-02-07T04:00,4.0,2.8,0.00,0.00,0.00,92,5.0,360,20.00,1012.2,8.6,19
2011-02-07T05:00,3.0,2.2,0.00,0.00,0.00,94,6.6,22,25.00,1011.7,8.6,14
2011-02-07T06:00,2.7,2.0,0.00,0.00,0.00,95,4.7,356,30.00,1011.4,9.4,13
2011-02-07T07:00,2.2,1.6,0.00,0.00,0.00,96,5.8,30,20.00,1011.5,9.7,27
2011-02-07T08:00,2.5,1.9,0.00,0.00,0.00,95,5.6,27,25.00,1011.6,10.1,26
2011-02-07T09:00,4.0,3.0,0.00,0.00,0.00,93,6.9,39,55.00,1011.8,14.4,23
2011-02-07T10:00,7.4,4.1,0.00,0.00,0.00,79,6.7,36,150.00,1012.0,14.8,15
2011-02-07T11:00,9.9,4.6,0.00,0.00,0.00,70,5.9,43,365.00,1011.3,16.9,20
2011-02-07T12:00,11.4,4.9,0.00,0.00,0.00,65,4.5,61,580.00,1010.1,16.6,22
2011-02-07T13:00,12.9,5.3,0.00,0.00,0.00,60,5.4,98,850.00,1008.5,14.4,24
2011-02-07T14:00,13.3,5.6,0.00,0.00,0.00,59,6.5,93,920.00,1006.7,14.8,18
2011-02-07T15:00,13.3,5.4,0.00,0.00,0.00,59,8.2,75,940.00,1006.3,19.1,12
2011-02-07T16:00,13.2,5.4,0.00,0.00,0.00,59,10.9,63,950.00,1005.9,22.0,36
2011-02-07T17:00,13.1,5.3,0.00,0.00,0.00,59,12.6,53,945.00,1007.1,24.5,88
2011-02-07T18:00,12.5,5.5,0.00,0.00,0.00,62,12.2,14,575.00,1007.2,24.5,87
2011-02-07T19:00,11.4,5.4,0.00,0.00,0.00,67,7.8,13,290.00,1008.2,20.9,97
2011-02-07T20:00,10.6,5.4,0.00,0.00,0.00,70,4.8,347,100.00,1009.6,16.2,77
2011-02-07T21:00,9.8,5.5,0.00,0.00,0.00,75,5.2,304,50.00,1010.3,14.8,36
2011-02-07T22:00,8.8,5.6,0.00,0.00,0.00,81,8.7,294,60.00,1011.3,15.1,27
2011-02-07T23:00,7.8,5.7,0.00,0.00,0.00,86,9.9,289,70.00,1011.7,16.6,13
2011-02-08T00:00,7.2,5.7,0.00,0.00,0.00,90,9.3,283,65.00,1011.7,16.6,8
2011-02-08T01:00,6.7,5.6,0.00,0.00,0.00,93,8.3,275,60.00,1011.6,15.8,3
2011-02-08T02:00,5.9,5.2,0.00,0.00,0.00,95,6.9,264,50.00,1011.2,14.4,3
2011-02-08T03:00,5.2,4.6,0.00,0.00,0.00,96,5.5,259,45.00,1010.7,10.8,2
2011-02-08T04:00,4.6,4.1,0.00,0.00,0.00,97,5.9,256,40.00,1010.1,9.7,7
2011-02-08T05:00,4.1,3.8,0.00,0.00,0.00,98,6.0,245,35.00,1009.4,7.9,13
2011-02-08T06:00,3.4,3.2,0.00,0.00,0.00,99,5.4,188,40.00,1008.1,8.6,17
2011-02-08T07:00,3.4,3.2,0.00,0.00,0.00,99,5.4,180,45.00,1009.1,8.6,38
2011-02-08T08:00,3.0,3.0,0.00,0.00,0.00,100,5.1,188,40.00,1009.2,7.9,100
2011-02-08T09:00,5.2,4.8,0.00,0.00,0.00,98,1.9,158,35.00,1009.1,10.8,100
2011-02-08T10:00,7.8,6.0,0.00,0.00,0.00,88,1.5,166,90.00,1009.1,11.2,30
2011-02-08T11:00,10.7,6.4,0.00,0.00,0.00,75,1.1,180,215.00,1008.7,11.9,28
2011-02-08T12:00,12.4,6.6,0.00,0.00,0.00,67,0.8,153,430.00,1007.3,12.2,22
2011-02-08T13:00,13.4,6.5,0.00,0.00,0.00,63,2.3,162,670.00,1005.5,12.6,7
2011-02-08T14:00,14.4,6.2,0.00,0.00,0.00,58,4.4,145,960.00,1003.2,15.1,8
2011-02-08T15:00,14.5,5.7,0.00,0.00,0.00,56,4.3,114,1035.00,1001.8,15.5,9
2011-02-08T16:00,14.9,5.6,0.00,0.00,0.00,54,5.9,79,1015.00,1001.5,15.5,7
2011-02-08T17:00,14.8,5.4,0.00,0.00,0.00,53,7.9,60,935.00,1001.8,15.5,14
2011-02-08T18:00,14.2,5.9,0.00,0.00,0.00,58,7.9,16,235.00,1000.9,15.8,24
2011-02-08T19:00,12.9,6.2,0.00,0.00,0.00,64,11.0,19,200.00,1001.5,16.2,22
2011-02-08T20:00,11.6,6.5,0.00,0.00,0.00,71,13.9,21,275.00,1003.0,20.9,25
2011-02-08T21:00,10.8,6.7,0.00,0.00,0.00,76,13.8,15,325.00,1004.0,23.0,38
2011-02-08T22:00,10.4,6.7,0.00,0.00,0.00,78,13.8,15,370.00,1004.9,22.7,39
2011-02-08T23:00,10.0,6.6,0.00,0.00,0.00,79,12.6,13,350.00,1005.7,21.2,46
2011-02-09T00:00,9.6,6.4,0.00,0.00,0.00,80,10.1,6,270.00,1005.9,20.2,38
2011-02-09T01:00,9.1,6.2,0.00,0.00,0.00,82,7.8,347,160.00,1005.9,18.4,43
2011-02-09T02:00,8.8,6.1,0.00,0.00,0.00,83,5.6,310,70.00,1005.8,15.5,47
2011-02-09T03:00,8.0,6.4,0.00,0.00,0.00,90,7.3,281,50.00,1005.6,12.6,56
2011-02-09T04:00,7.6,6.4,0.00,0.00,0.00,92,10.1,274,65.00,1005.7,17.3,44
2011-02-09T05:00,7.2,6.2,0.00,0.00,0.00,93,10.4,270,80.00,1005.4,18.0,54
2011-02-09T06:00,7.7,6.4,0.00,0.00,0.00,92,11.6,263,105.00,1005.7,18.7,70
2011-02-09T07:00,7.8,6.4,0.00,0.00,0.00,91,10.6,252,110.00,1006.7,18.0,90
2011-02-09T08:00,8.1,6.3,0.00,0.00,0.00,88,9.8,246,110.00,1007.2,17.6,94
2011-02-09T09:00,8.9,6.5,0.00,0.00,0.00,85,10.3,245,120.00,1007.8,17.6,99
2011-02-09T10:00,10.6,6.9,0.00,0.00,0.00,78,8.0,243,135.00,1008.4,18.0,100
2011-02-09T11:00,11.4,7.1,0.00,0.00,0.00,74,6.3,239,140.00,1008.9,15.8,100
2011-02-09T12:00,12.1,7.2,0.00,0.00,0.00,72,3.7,241,130.00,1008.9,10.4,100
2011-02-09T13:00,12.6,7.4,0.00,0.00,0.00,70,0.4,270,135.00,1008.7,10.8,100
2011-02-09T14:00,13.6,7.1,0.00,0.00,0.00,65,2.1,59,185.00,1007.8,14.0,99
2011-02-09T15:00,12.9,7.2,0.00,0.00,0.00,68,4.5,61,360.00,1007.7,11.9,100
2011-02-09T16:00,13.1,6.8,0.00,0.00,0.00,65,5.6,63,595.00,1008.3,14.4,100
2011-02-09T17:00,12.6,6.9,0.00,0.00,0.00,68,4.9,54,690.00,1009.6,14.4,100
2011-02-09T18:00,12.1,7.0,0.00,0.00,0.00,71,7.6,31,700.00,1010.4,10.1,100
2011-02-09T19:00,11.4,6.9,0.00,0.00,0.00,74,6.5,34,445.00,1011.7,9.7,97
