latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
31.177504,121.46255,7.0,28800,Asia/Shanghai,GMT+8

time,temperature_2m (°C),rain (mm),snowfall (cm),precipitation (mm),dew_point_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (km/h),wind_direction_10m (°),boundary_layer_height (m)
2011-07-13T13:00,29.9,0.00,0.00,0.00,24.7,74,1004.2,22.8,162,820.00
2011-07-13T14:00,29.7,0.00,0.00,0.00,24.8,75,1003.7,22.3,157,775.00
2011-07-13T15:00,29.6,0.00,0.00,0.00,24.8,75,1003.2,22.5,153,765.00
2011-07-13T16:00,29.0,0.10,0.00,0.10,24.8,78,1002.9,22.6,151,720.00
2011-07-13T17:00,28.5,0.00,0.00,0.00,24.9,81,1003.2,20.8,150,700.00
2011-07-13T18:00,27.8,0.00,0.00,0.00,24.8,84,1003.7,17.8,148,650.00
2011-07-13T19:00,27.2,0.00,0.00,0.00,24.5,85,1004.0,18.1,149,610.00
2011-07-13T20:00,26.9,0.00,0.00,0.00,24.4,86,1004.5,19.9,148,615.00
2011-07-13T21:00,26.8,0.00,0.00,0.00,24.4,87,1004.9,21.3,152,650.00
2011-07-13T22:00,26.6,0.00,0.00,0.00,24.4,88,1004.7,23.0,153,685.00
2011-07-13T23:00,26.5,0.00,0.00,0.00,24.4,89,1004.6,23.7,156,710.00
2011-07-14T00:00,26.3,0.00,0.00,0.00,24.4,89,1004.4,22.9,158,720.00
2011-07-14T01:00,26.2,0.00,0.00,0.00,24.3,90,1003.8,23.0,160,740.00
2011-07-14T02:00,26.0,0.00,0.00,0.00,24.3,90,1003.7,22.1,161,740.00
2011-07-14T03:00,26.2,0.00,0.00,0.00,24.5,90,1003.7,20.8,162,720.00
2011-07-14T04:00,26.0,0.40,0.00,0.40,24.5,91,1003.6,19.6,163,690.00
2011-07-14T05:00,25.9,0.00,0.00,0.00,24.5,92,1003.6,18.8,163,655.00
2011-07-14T06:00,26.0,0.00,0.00,0.00,24.5,91,1004.0,15.7,160,530.00
2011-07-14T07:00,26.4,0.00,0.00,0.00,24.6,90,1004.2,17.2,160,580.00
2011-07-14T08:00,27.2,0.00,0.00,0.00,24.5,85,1004.4,19.3,166,615.00
2011-07-14T09:00,27.9,0.00,0.00,0.00,24.4,82,1004.2,19.3,171,655.00
2011-07-14T10:00,28.7,0.00,0.00,0.00,24.4,77,1004.1,18.9,172,685.00
2011-07-14T11:00,29.3,0.00,0.00,0.00,24.4,75,1003.8,19.1,176,755.00
2011-07-14T12:00,29.7,0.00,0.00,0.00,24.6,74,1003.4,18.5,173,855.00
2011-07-14T13:00,30.2,0.00,0.00,0.00,24.7,72,1003.5,15.1,180,740.00
2011-07-14T14:00,30.1,0.00,0.00,0.00,24.9,74,1003.2,11.0,169,570.00
2011-07-14T15:00,29.0,0.00,0.00,0.00,25.2,80,1002.7,12.1,163,585.00
2011-07-14T16:00,28.8,0.00,0.00,0.00,25.0,80,1002.6,12.1,163,550.00
2011-07-14T17:00,28.4,0.00,0.00,0.00,25.1,82,1003.0,11.2,159,485.00
2011-07-14T18:00,27.8,0.10,0.00,0.10,25.0,85,1003.7,6.0,155,365.00
2011-07-14T19:00,27.2,0.20,0.00,0.20,24.9,87,1004.0,5.4,138,310.00
2011-07-14T20:00,26.8,0.10,0.00,0.10,24.9,89,1004.3,4.8,132,260.00
2011-07-14T21:00,26.6,0.00,0.00,0.00,25.0,91,1004.7,4.6,129,255.00
2011-07-14T22:00,26.2,0.50,0.00,0.50,24.9,93,1005.1,4.6,162,275.00
2011-07-14T23:00,26.0,0.50,0.00,0.50,25.0,94,1005.4,5.8,187,290.00
2011-07-15T00:00,25.9,0.00,0.00,0.00,25.1,95,1005.1,4.3,185,260.00
2011-07-15T01:00,25.8,0.00,0.00,0.00,25.0,95,1005.2,5.0,180,265.00
2011-07-15T02:00,25.8,0.00,0.00,0.00,25.0,95,1005.2,6.3,167,285.00
2011-07-15T03:00,25.5,0.50,0.00,0.50,24.8,96,1005.0,8.8,168,315.00
2011-07-15T04:00,25.6,0.60,0.00,0.60,24.8,96,1004.9,11.2,174,365.00
2011-07-15T05:00,25.6,0.60,0.00,0.60,24.7,95,1005.0,11.5,180,380.00
2011-07-15T06:00,26.0,0.00,0.00,0.00,24.8,93,1006.3,8.8,189,340.00
2011-07-15T07:00,26.5,0.10,0.00,0.10,24.9,91,1006.2,7.6,188,345.00
2011-07-15T08:00,27.4,0.00,0.00,0.00,24.9,86,1006.2,8.0,185,425.00
2011-07-15T09:00,28.4,0.00,0.00,0.00,24.7,80,1006.5,8.4,173,525.00
2011-07-15T10:00,29.1,0.00,0.00,0.00,24.8,77,1006.1,10.4,160,625.00
2011-07-15T11:00,30.0,0.00,0.00,0.00,24.8,74,1006.2,12.6,153,805.00
2011-07-15T12:00,30.2,0.10,0.00,0.10,25.0,74,1005.8,16.2,148,890.00
2011-07-15T13:00,29.5,1.30,0.00,1.30,24.7,76,1005.5,19.7,145,695.00
2011-07-15T14:00,29.1,1.80,0.00,1.80,24.9,78,1005.4,21.0,149,730.00
2011-07-15T15:00,27.9,2.80,0.00,2.80,24.4,81,1004.6,18.7,142,655.00
2011-07-15T16:00,27.9,0.00,0.00,0.00,24.6,82,1004.1,19.4,140,615.00
2011-07-15T17:00,27.9,0.00,0.00,0.00,24.8,84,1004.1,19.7,140,615.00
2011-07-15T18:00,27.5,0.00,0.00,0.00,24.9,86,1004.2,14.3,133,525.00
2011-07-15T19:00,27.0,0.00,0.00,0.00,24.7,87,1004.4,15.8,139,500.00
2011-07-15T20:00,26.8,0.00,0.00,0.00,24.7,88,1004.6,15.4,143,460.00
2011-07-15T21:00,26.7,0.00,0.00,0.00,24.6,88,1004.6,17.4,146,485.00
2011-07-15T22:00,26.7,0.00,0.00,0.00,24.4,87,1004.9,19.2,154,540.00
2011-07-15T23:00,26.7,0.00,0.00,0.00,24.3,87,1005.0,20.8,162,585.00
2011-07-16T00:00,26.6,0.00,0.00,0.00,24.2,87,1004.7,21.6,165,605.00
2011-07-16T01:00,26.6,0.00,0.00,0.00,24.1,86,1004.3,22.1,168,645.00
2011-07-16T02:00,26.4,0.00,0.00,0.00,24.1,87,1004.1,22.0,169,675.00
2011-07-16T03:00,26.4,0.00,0.00,0.00,24.0,87,1003.7,20.2,169,655.00
2011-07-16T04:00,26.2,0.00,0.00,0.00,23.9,87,1003.4,18.4,168,615.00
2011-07-16T05:00,26.0,0.00,0.00,0.00,23.9,88,1003.8,16.5,169,585.00
2011-07-16T06:00,26.2,0.00,0.00,0.00,24.0,88,1003.9,12.3,165,440.00
2011-07-16T07:00,26.8,0.00,0.00,0.00,24.2,86,1004.1,11.5,160,460.00
2011-07-16T08:00,27.6,0.00,0.00,0.00,24.0,81,1004.0,13.9,163,530.00
2011-07-16T09:00,28.4,0.00,0.00,0.00,24.1,78,1004.0,14.9,165,580.00
2011-07-16T10:00,29.2,0.00,0.00,0.00,24.3,75,1003.9,16.1,160,660.00
2011-07-16T11:00,29.6,0.00,0.00,0.00,24.3,73,1003.6,18.5,156,780.00
2011-07-16T12:00,30.0,0.00,0.00,0.00,24.4,72,1003.5,20.9,156,885.00
2011-07-16T13:00,30.3,0.00,0.00,0.00,24.6,72,1003.0,22.1,154,910.00
2011-07-16T14:00,30.3,0.00,0.00,0.00,24.6,72,1002.1,22.9,150,860.00
2011-07-16T15:00,30.0,0.00,0.00,0.00,24.3,72,1001.4,23.2,147,700.00
2011-07-16T16:00,29.3,0.00,0.00,0.00,24.1,74,1000.9,22.2,144,675.00
2011-07-16T17:00,28.6,0.00,0.00,0.00,24.0,76,1000.8,20.5,141,640.00
2011-07-16T18:00,27.8,0.00,0.00,0.00,23.8,79,1001.1,17.8,137,535.00
2011-07-16T19:00,27.2,0.30,0.00,0.30,23.5,80,1001.8,18.9,140,480.00
2011-07-16T20:00,26.5,0.50,0.00,0.50,23.6,84,1001.8,22.5,145,500.00
2011-07-16T21:00,26.5,0.00,0.00,0.00,23.7,85,1002.1,23.2,152,495.00
2011-07-16T22:00,26.5,0.00,0.00,0.00,23.7,85,1002.1,22.5,153,510.00
2011-07-16T23:00,26.5,0.00,0.00,0.00,23.7,84,1002.3,21.5,157,520.00
2011-07-17T00:00,26.5,0.00,0.00,0.00,23.7,85,1002.2,21.3,161,530.00
2011-07-17T01:00,26.4,0.00,0.00,0.00,23.7,85,1002.0,20.4,163,520.00
2011-07-17T02:00,26.3,0.00,0.00,0.00,23.8,86,1001.5,20.2,164,520.00
2011-07-17T03:00,26.5,0.00,0.00,0.00,23.7,85,1001.2,19.2,167,510.00
2011-07-17T04:00,26.4,0.00,0.00,0.00,23.5,84,1001.0,18.5,167,495.00
2011-07-17T05:00,26.3,0.00,0.00,0.00,23.2,83,1001.2,17.6,165,490.00
2011-07-17T06:00,26.3,0.00,0.00,0.00,23.3,83,1001.0,16.5,169,450.00
2011-07-17T07:00,26.8,0.00,0.00,0.00,23.6,83,1001.6,15.8,168,465.00
2011-07-17T08:00,27.0,0.00,0.00,0.00,23.7,82,1001.7,17.0,167,565.00
2011-07-17T09:00,27.1,0.90,0.00,0.90,23.7,82,1001.7,18.6,165,605.00
2011-07-17T10:00,27.4,0.50,0.00,0.50,23.9,81,1001.5,18.6,162,635.00
2011-07-17T11:00,27.2,0.50,0.00,0.50,24.3,84,1001.8,19.1,158,695.00
2011-07-17T12:00,27.4,0.50,0.00,0.50,24.6,84,1001.5,16.8,152,625.00
2011-07-17T13:00,28.3,0.30,0.00,0.30,24.5,80,1000.9,17.2,143,635.00
2011-07-17T14:00,28.2,0.00,0.00,0.00,24.3,80,1000.3,19.1,137,710.00
2011-07-17T15:00,29.2,0.00,0.00,0.00,24.9,78,999.8,19.6,133,700.00
2011-07-17T16:00,28.6,0.10,0.00,0.10,25.2,82,999.3,20.0,129,655.00
2011-07-17T17:00,27.9,0.00,0.00,0.00,25.3,86,999.1,19.7,128,640.00
2011-07-17T18:00,27.5,0.00,0.00,0.00,25.1,87,999.4,16.3,125,520.00
2011-07-17T19:00,26.9,0.00,0.00,0.00,24.8,88,999.7,16.2,127,480.00
2011-07-17T20:00,26.5,0.00,0.00,0.00,24.7,90,1000.1,16.4,128,495.00
2011-07-17T21:00,26.4,0.00,0.00,0.00,24.6,90,1000.5,16.9,130,545.00
2011-07-17T22:00,26.3,0.00,0.00,0.00,24.5,90,1000.6,16.9,130,585.00
2011-07-17T23:00,26.0,0.00,0.00,0.00,24.4,91,1000.9,16.3,131,610.00
2011-07-18T00:00,25.9,0.00,0.00,0.00,24.3,91,1000.3,15.3,131,600.00
2011-07-18T01:00,25.6,0.00,0.00,0.00,24.3,92,1000.3,14.5,132,585.00
2011-07-18T02:00,25.6,0.00,0.00,0.00,24.3,93,1000.1,13.5,132,550.00
2011-07-18T03:00,25.5,0.00,0.00,0.00,24.2,93,999.8,12.0,129,475.00
2011-07-18T04:00,25.3,0.00,0.00,0.00,24.3,94,999.8,11.0,122,425.00
2011-07-18T05:00,25.2,0.00,0.00,0.00,24.4,95,999.4,11.4,114,425.00
2011-07-18T06:00,25.5,0.00,0.00,0.00,24.6,95,999.7,11.4,114,355.00
2011-07-18T07:00,26.6,0.00,0.00,0.00,24.6,89,999.3,14.0,116,485.00
2011-07-18T08:00,27.6,0.00,0.00,0.00,24.4,83,999.3,17.1,125,600.00
2011-07-18T09:00,28.5,0.00,0.00,0.00,24.3,78,998.8,16.5,126,660.00
2011-07-18T10:00,29.1,0.00,0.00,0.00,24.3,75,998.8,15.1,128,695.00
2011-07-18T11:00,29.5,0.10,0.00,0.10,24.2,73,998.9,15.6,124,735.00
2011-07-18T12:00,29.6,0.00,0.00,0.00,24.2,73,998.5,15.9,118,790.00
2011-07-18T13:00,30.0,0.00,0.00,0.00,24.2,71,998.1,16.4,116,780.00
2011-07-18T14:00,30.1,0.00,0.00,0.00,24.2,71,997.3,18.1,107,785.00
2011-07-18T15:00,30.1,0.00,0.00,0.00,24.3,71,997.0,18.9,103,810.00
2011-07-18T16:00,29.7,0.00,0.00,0.00,24.1,72,997.0,16.9,102,745.00
2011-07-18T17:00,29.1,0.00,0.00,0.00,24.2,75,996.7,14.2,99,630.00
2011-07-18T18:00,28.3,0.00,0.00,0.00,24.6,81,997.3,12.3,83,495.00
2011-07-18T19:00,27.3,0.00,0.00,0.00,24.7,86,996.6,11.7,81,350.00
2011-07-18T20:00,26.5,0.00,0.00,0.00,24.7,90,997.0,9.4,83,265.00
2011-07-18T21:00,26.1,0.00,0.00,0.00,24.8,93,997.4,7.6,85,215.00
2011-07-18T22:00,25.8,0.00,0.00,0.00,24.8,95,997.5,6.9,84,200.00
2011-07-18T23:00,25.5,0.00,0.00,0.00,24.8,96,997.6,7.3,79,205.00
2011-07-19T00:00,25.3,0.00,0.00,0.00,24.8,97,997.3,7.1,75,205.00
2011-07-19T01:00,25.1,0.00,0.00,0.00,24.7,98,996.7,7.9,74,190.00
2011-07-19T02:00,25.1,0.00,0.00,0.00,24.7,98,996.4,8.2,75,205.00
2011-07-19T03:00,25.2,0.00,0.00,0.00,24.8,98,996.1,8.2,75,205.00
2011-07-19T04:00,25.1,0.00,0.00,0.00,24.8,98,995.9,8.8,81,230.00
2011-07-19T05:00,25.1,0.00,0.00,0.00,24.8,98,995.9,7.6,85,225.00
2011-07-19T06:00,25.5,0.00,0.00,0.00,25.0,97,996.3,7.7,79,225.00
2011-07-19T07:00,26.4,0.00,0.00,0.00,24.9,91,996.3,9.1,83,285.00
2011-07-19T08:00,27.2,0.00,0.00,0.00,24.8,87,996.4,10.1,86,400.00
2011-07-19T09:00,28.1,0.00,0.00,0.00,25.3,85,996.4,10.9,84,510.00
2011-07-19T10:00,28.8,0.00,0.00,0.00,25.6,83,996.5,9.9,80,615.00
2011-07-19T11:00,29.2,0.00,0.00,0.00,25.5,81,996.4,10.6,72,680.00
2011-07-19T12:00,29.6,0.00,0.00,0.00,25.4,78,996.1,10.6,72,770.00
2011-07-19T13:00,29.0,0.10,0.00,0.10,24.9,79,996.0,10.1,73,805.00
2011-07-19T14:00,28.7,0.00,0.00,0.00,24.6,79,995.6,10.7,76,765.00
2011-07-19T15:00,29.2,0.30,0.00,0.30,24.0,73,995.5,9.9,80,705.00
2011-07-19T16:00,28.9,0.00,0.00,0.00,24.2,76,995.4,9.2,79,590.00
2011-07-19T17:00,28.6,0.00,0.00,0.00,24.4,78,995.5,8.2,75,490.00
2011-07-19T18:00,28.0,0.40,0.00,0.40,24.9,83,996.6,5.5,58,195.00
2011-07-19T19:00,27.3,0.00,0.00,0.00,25.0,87,996.7,5.1,45,160.00
2011-07-19T20:00,26.7,0.40,0.00,0.40,25.1,91,997.3,7.7,37,190.00
2011-07-19T21:00,26.2,0.90,0.00,0.90,24.9,93,998.0,8.4,50,235.00
2011-07-19T22:00,25.9,0.80,0.00,0.80,25.0,95,998.2,7.9,43,255.00
2011-07-19T23:00,25.6,1.20,0.00,1.20,24.8,95,998.2,7.4,47,240.00
2011-07-20T00:00,25.5,0.20,0.00,0.20,24.9,96,997.9,6.9,62,225.00
2011-07-20T01:00,25.4,0.00,0.00,0.00,24.8,97,997.5,4.6,51,170.00
2011-07-20T02:00,25.2,0.00,0.00,0.00,24.6,97,997.6,3.5,24,105.00
2011-07-20T03:00,24.8,0.00,0.00,0.00,24.1,96,997.7,3.3,13,90.00
2011-07-20T04:00,24.6,0.00,0.00,0.00,24.0,97,997.9,4.0,5,95.00
2011-07-20T05:00,24.3,0.00,0.00,0.00,23.8,97,998.3,3.6,360,95.00
2011-07-20T06:00,24.9,0.00,0.00,0.00,24.3,96,999.1,5.4,340,155.00
2011-07-20T07:00,26.2,0.00,0.00,0.00,24.4,90,999.6,3.9,338,255.00
2011-07-20T08:00,27.2,0.00,0.00,0.00,24.2,84,999.9,3.4,302,380.00
2011-07-20T09:00,28.4,0.00,0.00,0.00,24.0,77,999.8,4.4,279,480.00
2011-07-20T10:00,29.4,0.00,0.00,0.00,23.7,72,999.9,5.2,258,645.00
2011-07-20T11:00,29.9,0.10,0.00,0.10,23.6,69,999.9,5.3,242,775.00
2011-07-20T12:00,30.4,0.20,0.00,0.20,23.9,68,1000.0,4.7,238,735.00
2011-07-20T13:00,30.7,0.00,0.00,0.00,24.4,69,1000.0,5.3,242,800.00
2011-07-20T14:00,31.2,0.00,0.00,0.00,24.6,68,999.5,4.5,241,1035.00
2011-07-20T15:00,30.5,0.00,0.00,0.00,24.4,70,999.5,3.7,241,895.00
2011-07-20T16:00,30.4,0.00,0.00,0.00,24.5,71,999.5,2.8,230,845.00
2011-07-20T17:00,29.9,0.20,0.00,0.20,24.5,73,999.6,2.6,214,575.00
2011-07-20T18:00,29.0,0.10,0.00,0.10,24.6,77,1000.2,1.8,191,230.00
2011-07-20T19:00,28.4,0.00,0.00,0.00,24.9,81,1000.9,2.2,90,60.00
2011-07-20T20:00,27.8,0.00,0.00,0.00,25.2,86,1001.3,5.2,115,100.00
2011-07-20T21:00,27.2,0.00,0.00,0.00,25.3,89,1001.7,6.6,131,145.00
2011-07-20T22:00,26.9,0.00,0.00,0.00,25.3,91,1001.7,7.7,139,175.00
2011-07-20T23:00,26.7,0.00,0.00,0.00,25.4,93,1002.0,7.1,150,190.00
2011-07-21T00:00,26.4,0.00,0.00,0.00,25.4,94,1001.7,6.3,156,175.00
2011-07-21T01:00,26.1,0.00,0.00,0.00,25.4,96,1001.4,5.0,159,140.00
2011-07-21T02:00,26.4,0.00,0.00,0.00,25.4,94,1001.3,5.4,143,85.00
2011-07-21T03:00,25.8,0.00,0.00,0.00,25.0,95,1001.3,4.5,119,60.00
2011-07-21T04:00,25.3,0.00,0.00,0.00,24.7,96,1001.4,5.0,111,65.00
2011-07-21T05:00,25.2,0.00,0.00,0.00,24.6,97,1001.4,4.8,117,95.00
2011-07-21T06:00,25.9,0.00,0.00,0.00,25.2,96,1001.8,5.6,117,105.00
2011-07-21T07:00,27.5,0.00,0.00,0.00,25.8,90,1002.2,5.2,124,200.00
2011-07-21T08:00,28.8,0.00,0.00,0.00,25.6,83,1002.5,5.4,132,350.00
2011-07-21T09:00,29.9,0.00,0.00,0.00,25.4,77,1002.7,5.9,133,555.00
2011-07-21T10:00,30.8,0.30,0.00,0.30,25.0,71,1002.6,5.7,145,695.00
2011-07-21T11:00,31.0,0.10,0.00,0.10,25.0,70,1002.5,4.4,145,765.00
2011-07-21T12:00,31.5,0.20,0.00,0.20,25.1,69,1002.3,4.1,135,795.00
2011-07-21T13:00,31.5,0.00,0.00,0.00,25.4,70,1002.0,4.2,121,825.00
2011-07-21T14:00,31.5,0.10,0.00,0.10,25.5,71,1001.8,5.8,112,740.00
2011-07-21T15:00,30.1,0.20,0.00,0.20,24.3,71,1001.7,7.2,108,750.00
2011-07-21T16:00,29.9,0.00,0.00,0.00,24.8,74,1001.7,9.0,106,580.00
2011-07-21T17:00,29.8,0.10,0.00,0.10,24.9,75,1001.9,9.7,112,500.00
2011-07-21T18:00,29.3,0.00,0.00,0.00,25.2,79,1002.3,8.4,121,390.00
2011-07-21T19:00,28.5,0.00,0.00,0.00,25.6,85,1002.1,8.4,115,300.00
2011-07-21T20:00,27.9,0.00,0.00,0.00,25.9,89,1002.4,10.4,124,305.00
2011-07-21T21:00,27.4,0.00,0.00,0.00,26.0,92,1003.0,11.2,138,330.00
2011-07-21T22:00,27.1,0.00,0.00,0.00,26.1,94,1003.2,10.2,138,305.00
2011-07-21T23:00,26.7,0.00,0.00,0.00,26.0,96,1003.2,9.2,138,270.00
2011-07-22T00:00,26.5,0.00,0.00,0.00,25.9,97,1003.1,8.9,140,250.00
2011-07-22T01:00,26.3,0.00,0.00,0.00,25.8,97,1002.7,8.1,135,215.00
2011-07-22T02:00,26.1,0.00,0.00,0.00,25.7,98,1002.7,7.2,127,180.00
2011-07-22T03:00,26.2,0.00,0.00,0.00,25.8,97,1002.7,6.4,117,145.00
2011-07-22T04:00,26.2,0.00,0.00,0.00,25.7,97,1002.8,6.5,109,140.00
2011-07-22T05:00,26.2,0.00,0.00,0.00,25.7,97,1003.3,7.4,104,150.00
2011-07-22T06:00,26.6,0.00,0.00,0.00,26.1,97,1003.5,9.6,103,200.00
2011-07-22T07:00,27.9,0.00,0.00,0.00,26.4,92,1003.9,10.6,108,305.00
2011-07-22T08:00,29.0,0.00,0.00,0.00,26.4,86,1004.0,12.1,117,450.00
2011-07-22T09:00,30.0,0.00,0.00,0.00,26.0,79,1004.3,13.0,124,570.00
2011-07-22T10:00,30.7,0.00,0.00,0.00,25.7,75,1003.9,13.3,128,635.00
2011-07-22T11:00,31.2,0.00,0.00,0.00,25.6,72,1003.8,13.0,129,695.00
2011-07-22T12:00,31.4,0.00,0.00,0.00,25.5,71,1003.7,13.0,132,755.00
2011-07-22T13:00,31.5,0.00,0.00,0.00,25.5,71,1003.1,13.2,133,770.00
2011-07-22T14:00,31.6,0.00,0.00,0.00,25.5,70,1002.9,13.5,132,760.00
2011-07-22T15:00,31.6,0.00,0.00,0.00,25.3,69,1002.7,14.1,130,725.00
2011-07-22T16:00,31.2,0.00,0.00,0.00,25.5,72,1002.4,14.4,127,640.00
2011-07-22T17:00,30.6,0.00,0.00,0.00,25.8,75,1002.5,13.9,121,535.00
2011-07-22T18:00,29.6,0.00,0.00,0.00,26.2,82,1002.5,12.9,113,455.00
2011-07-22T19:00,28.7,0.00,0.00,0.00,26.4,88,1003.2,12.9,117,405.00
2011-07-22T20:00,28.0,0.00,0.00,0.00,26.5,92,1003.9,13.3,123,390.00
2011-07-22T21:00,27.6,0.00,0.00,0.00,26.5,94,1004.0,12.5,123,370.00
2011-07-22T22:00,27.4,0.00,0.00,0.00,26.5,95,1004.4,11.8,130,365.00
2011-07-22T23:00,27.2,0.00,0.00,0.00,26.5,96,1004.3,10.7,132,365.00
2011-07-23T00:00,27.0,0.00,0.00,0.00,26.4,97,1004.0,10.7,130,370.00
2011-07-23T01:00,26.9,0.00,0.00,0.00,26.4,97,1003.9,10.6,125,375.00
2011-07-23T02:00,26.8,0.00,0.00,0.00,26.3,97,1003.7,11.0,122,385.00
2011-07-23T03:00,27.0,0.00,0.00,0.00,26.4,97,1003.8,10.5,121,380.00
2011-07-23T04:00,26.9,0.00,0.00,0.00,26.3,97,1003.7,10.1,117,350.00
2011-07-23T05:00,26.8,0.00,0.00,0.00,26.3,97,1004.0,10.6,118,335.00
2011-07-23T06:00,27.2,0.00,0.00,0.00,26.4,96,1004.2,9.6,110,285.00
2011-07-23T07:00,28.2,0.00,0.00,0.00,26.3,89,1004.7,11.3,117,385.00
2011-07-23T08:00,29.2,0.00,0.00,0.00,26.0,83,1005.1,12.5,123,480.00
2011-07-23T09:00,30.2,0.00,0.00,0.00,25.8,78,1004.9,12.6,127,615.00
2011-07-23T10:00,31.0,0.00,0.00,0.00,25.8,74,1004.9,12.8,128,675.00
2011-07-23T11:00,31.5,0.00,0.00,0.00,25.7,71,1004.9,12.6,127,720.00
2011-07-23T12:00,32.0,0.00,0.00,0.00,25.9,70,1004.7,13.0,124,750.00
2011-07-23T13:00,32.2,0.20,0.00,0.20,25.9,69,1004.1,13.7,120,780.00
2011-07-23T14:00,32.2,0.00,0.00,0.00,25.8,69,1003.7,14.7,118,785.00
2011-07-23T15:00,31.9,0.10,0.00,0.10,26.3,72,1003.6,15.3,117,735.00
2011-07-23T16:00,31.3,0.00,0.00,0.00,26.3,75,1003.4,16.1,119,700.00
2011-07-23T17:00,30.6,0.00,0.00,0.00,26.3,78,1003.6,15.7,122,625.00
2011-07-23T18:00,29.8,0.00,0.00,0.00,26.4,82,1004.4,12.7,119,510.00
2011-07-23T19:00,28.9,0.00,0.00,0.00,26.5,87,1004.6,12.8,130,455.00
2011-07-23T20:00,28.4,0.00,0.00,0.00,26.4,89,1005.3,12.0,136,415.00
2011-07-23T21:00,28.0,0.00,0.00,0.00,26.4,91,1005.5,11.9,125,375.00
2011-07-23T22:00,27.9,0.00,0.00,0.00,26.4,92,1005.2,12.9,126,395.00
2011-07-23T23:00,27.7,0.00,0.00,0.00,26.3,92,1005.4,12.5,134,420.00
2011-07-24T00:00,27.5,0.00,0.00,0.00,26.4,93,1005.5,12.8,140,425.00
2011-07-24T01:00,27.4,0.00,0.00,0.00,26.4,95,1004.8,12.8,142,400.00
2011-07-24T02:00,27.2,0.00,0.00,0.00,26.4,95,1004.6,13.2,145,395.00
2011-07-24T03:00,27.4,0.00,0.00,0.00,26.4,94,1004.6,11.9,151,370.00
2011-07-24T04:00,27.2,0.00,0.00,0.00,26.4,95,1004.8,10.0,154,340.00
2011-07-24T05:00,27.2,0.00,0.00,0.00,26.4,95,1005.0,8.5,152,290.00
2011-07-24T06:00,27.5,0.00,0.00,0.00,26.6,95,1005.0,8.2,139,230.00
2011-07-24T07:00,28.5,0.00,0.00,0.00,26.5,89,1004.7,9.4,140,315.00
2011-07-24T08:00,29.6,0.00,0.00,0.00,26.4,83,1005.4,10.3,144,415.00
2011-07-24T09:00,30.5,0.00,0.00,0.00,26.5,79,1005.4,10.4,146,530.00
2011-07-24T10:00,31.0,0.10,0.00,0.10,26.7,78,1005.2,10.7,147,620.00
2011-07-24T11:00,31.5,0.30,0.00,0.30,27.2,78,1005.2,10.0,150,700.00
2011-07-24T12:00,31.5,0.90,0.00,0.90,27.4,79,1005.2,8.9,140,735.00
2011-07-24T13:00,31.3,1.30,0.00,1.30,27.3,80,1004.5,10.7,140,720.00
2011-07-24T14:00,30.3,1.60,0.00,1.60,26.8,82,1004.0,12.0,139,630.00
2011-07-24T15:00,30.6,1.90,0.00,1.90,26.3,78,1004.4,11.3,143,500.00
2011-07-24T16:00,29.9,1.70,0.00,1.70,26.3,81,1004.6,9.7,141,400.00
2011-07-24T17:00,29.4,0.00,0.00,0.00,26.7,85,1004.4,11.8,142,495.00
2011-07-24T18:00,29.1,0.00,0.00,0.00,26.8,88,1003.9,9.2,132,365.00
2011-07-24T19:00,28.6,0.00,0.00,0.00,26.8,90,1004.4,13.0,141,415.00
2011-07-24T20:00,28.3,0.00,0.00,0.00,26.6,91,1004.3,16.4,147,460.00
2011-07-24T21:00,28.2,0.00,0.00,0.00,26.5,91,1005.0,16.4,154,490.00
2011-07-24T22:00,28.0,0.00,0.00,0.00,26.5,91,1005.3,15.8,163,505.00
2011-07-24T23:00,27.9,0.00,0.00,0.00,26.4,92,1005.2,15.0,163,495.00
2011-07-25T00:00,27.7,0.00,0.00,0.00,26.5,93,1004.8,14.6,164,475.00
2011-07-25T01:00,27.6,0.00,0.00,0.00,26.5,93,1004.1,14.3,162,445.00
2011-07-25T02:00,27.5,0.00,0.00,0.00,26.5,94,1003.7,14.4,158,420.00
2011-07-25T03:00,27.3,0.00,0.00,0.00,26.3,94,1003.4,14.3,155,405.00
2011-07-25T04:00,27.1,0.00,0.00,0.00,26.3,95,1003.7,14.3,155,390.00
2011-07-25T05:00,27.1,0.00,0.00,0.00,26.3,96,1004.0,14.7,155,385.00
2011-07-25T06:00,27.4,0.00,0.00,0.00,26.4,94,1004.3,12.2,152,325.00
2011-07-25T07:00,28.3,0.00,0.00,0.00,26.3,89,1004.6,15.5,155,390.00
2011-07-25T08:00,29.4,0.00,0.00,0.00,26.3,84,1004.7,16.5,157,455.00
2011-07-25T09:00,30.4,0.00,0.00,0.00,26.4,79,1005.0,16.4,161,520.00
2011-07-25T10:00,31.3,0.00,0.00,0.00,26.6,76,1004.8,15.4,164,580.00
2011-07-25T11:00,32.2,0.00,0.00,0.00,26.8,73,1004.4,14.3,162,635.00
2011-07-25T12:00,32.8,0.00,0.00,0.00,26.9,71,1004.1,14.4,158,685.00
2011-07-25T13:00,33.1,0.00,0.00,0.00,26.9,70,1003.3,15.9,152,720.00
